gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
299.0	c_000000000002	0	1656			Defense mechanisms	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)		hydrophobe/amphiphile efflux-1 (HAE1) family protein											V	COG0841		CyCOG_60002047									gene
3669.0	c_000000000004	2	1343			Defense mechanisms	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)		cation efflux system protein involved in nickel and cobalt tolerance											V	COG0841		CyCOG_60003866									gene
0.0	c_000000000001	82	1117			Transcription	AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)													K	COG2207											gene
1517.0	c_000000000003	336	1362			Mobilome: prophages, transposons	Transposase			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair			transposase							X	COG3547			ko00001			K07486					gene
3670.0	c_000000000004	1427	2042			Translation, ribosomal structure and biogenesis	tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	tRNA modification	Protein of unknown function (DUF938)											J	COG0220	COG0220	CyCOG_60001267									gene
2.0	c_000000000001	1631	2444			Lipid transport and metabolism	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)		Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.16  With reduced pteridine as one donor, and incorporation of one atom of oxygen into the other donor>>>1.14.16.5  alkylglycerol monooxygenase			alkylglycerol monooxygenase [EC:1.14.16.5]							I	COG3000		CyCOG_60030304	ko00001!!!ko01000			K15537					gene
300.0	c_000000000002	2069	2684			Translation, ribosomal structure and biogenesis	tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	tRNA modification	Protein of unknown function (DUF938)											J	COG0220	COG0220	CyCOG_60001267									gene
3671.0	c_000000000004	2253	2487			Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms	PAS domain (PAS) (PDB:2MWG)!!!Hemerythrin (PDB:1A7D)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain													T!!!T!!!T	COG2202!!!COG2703!!!COG5001											gene
1519.0	c_000000000003	2464	3667			Amino acid transport and metabolism	Saccharopine dehydrogenase, NADP-dependent (Lys9) (PDB:1E5L)	Lysine biosynthesis		KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00300 Lysine biosynthesis [PATH:ko00300]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00310 Lysine degradation [PATH:ko00310]!!!Enzymes>>>1. Oxidoreductases>>>1.5  Acting on the CH-NH group of donors>>>1.5.1  With NAD+ or NADP+ as acceptor>>>1.5.1.7  saccharopine dehydrogenase (NAD+, L-lysine-forming)	Pathway modules; Amino acid metabolism; Lysine metabolism	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]							E	COG1748	COG1748		ko00001!!!ko00001!!!ko01000	M00030	M00030	K00290					gene
3.0	c_000000000001	2751	3765			Nucleotide transport and metabolism	Adenosine deaminase (Add) (PDB:1A4L)	Menaquinone biosynthesis		KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.4  In cyclic amidines>>>3.5.4.2  adenine deaminase			adenine deaminase [EC:3.5.4.2]							F	COG1816	COG1816		ko00001!!!ko01000			K21053					gene
