gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
691.0	c_000000000030	1	403						cobalamin-5'-phosphate synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.26  adenosylcobinamide-GDP ribazoletransferase	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]										CyCOG_60000169	ko00001!!!ko01000	M00122	M00122	K02233					gene
659.0	c_000000000029	2	101						competence/damage-inducible protein cinA														CyCOG_60000054									gene
1112.0	c_000000000035	350	746			Function unknown	Uncharacterized membrane protein		putative membrane protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			putative membrane protein							S	COG3556		CyCOG_60000980	ko00001			K08983					gene
660.0	c_000000000029	580	745						hypothetical protein														CyCOG_60001011									gene
1113.0	c_000000000035	1008	1566			Signal transduction mechanisms	GAF domain (GAF)		GAF domain-containing protein											T	COG2203		CyCOG_60001375									gene
692.0	c_000000000030	1083	2028			Secondary metabolites biosynthesis, transport and catabolism	Phytoene dehydrogenase-related protein (PDB:4REP)		Phytoene dehydrogenase-related protein											Q	COG1233		CyCOG_60001415									gene
1114.0	c_000000000035	1653	2049			Function unknown	Uncharacterized membrane protein		putative membrane protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			putative membrane protein							S	COG3556		CyCOG_60000980	ko00001			K08983					gene
693.0	c_000000000030	2177	2465						cobalamin-5'-phosphate synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.26  adenosylcobinamide-GDP ribazoletransferase	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]										CyCOG_60000169	ko00001!!!ko01000	M00122	M00122	K02233					gene
1115.0	c_000000000035	2181	2769			Replication, recombination and repair!!!Coenzyme transport and metabolism	ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA (CinA) (PDB:4CT9) (PUBMED:25313401)!!!Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	NAD biosynthesis	competence/damage-inducible protein cinA	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.42  nicotinamide-nucleotide amidase			nicotinamide-nucleotide amidase [EC:3.5.1.42]							L!!!H	COG1058!!!COG1546	COG1058!!!COG1546	CyCOG_60000054	ko00001!!!ko01000			K03742					gene
1162.0	c_000000000039	3024	3474			Replication, recombination and repair	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE (SurE) (PDB:2V4N)		5'-nucleotidase /3'-nucleotidase /exopolyphosphatase											L	COG0496		CyCOG_60000569									gene
1163.0	c_000000000039	3641	3875						hypothetical protein														CyCOG_60001520									gene
571.0	c_000000000016	3670	5014			Posttranslational modification, protein turnover, chaperones	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)		protein of unknown function (DUF4214)											O	COG0652		CyCOG_60001883									gene
95.0	c_000000000005	3834	8466						protein of unknown function (DUF4214)														CyCOG_60001883									gene
