gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
5.0	c_000000000001	4680	5325			Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)													J!!!O	COG1670											gene
7.0	c_000000000001	5834	6119			General function prediction only	Predicted Fe-S protein YdhL, DUF1289 family (YdhL)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							R	COG3313			ko00001			K06938					gene
36.0	c_000000000001	24074	24599		Ribosomal_L27A	Translation, ribosomal structure and biogenesis	Ribosomal protein L15 (RplO) (PDB:1VS6)	Ribosome 50S subunit	LSU ribosomal protein L15P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit			large subunit ribosomal protein L15						PF00828.19	J	COG0200	COG0200	CyCOG_60000437	ko00001!!!ko03011!!!ko03011!!!ko03011			K02876					gene
37.0	c_000000000001	24704	26069	SecY	SecY	Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecY (SecY) (PDB:1RH5)		protein translocase subunit secY/sec61 alpha	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components			preprotein translocase subunit SecY					PF00344.20	PF00344.20	U	COG0201		CyCOG_60000241	ko00001!!!ko00001!!!ko00001!!!ko02044			K03076					gene
39.0	c_000000000001	26817	27465			Lipid transport and metabolism	Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)													I	COG3832											gene
40.0	c_000000000001	27796	28165	Ribosomal_S13	Ribosomal_S13	Translation, ribosomal structure and biogenesis	Ribosomal protein S13 (RpsM) (PDB:4V4H)	Ribosome 30S subunit	SSU ribosomal protein S13P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit			small subunit ribosomal protein S13					PF00416.22	PF00416.22	J	COG0099	COG0099	CyCOG_60000315	ko00001!!!ko03011!!!ko03011			K02952					gene
44.0	c_000000000001	30440	31790			Defense mechanisms	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)		CubicO group peptidase, beta-lactamase class C family											V	COG1680		CyCOG_60004599									gene
54.0	c_000000000001	41943	42834			Energy production and conversion	Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	TCA cycle		KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]!!!Enzymes>>>6. Ligases>>>6.2  Forming carbon-sulfur bonds>>>6.2.1  Acid-thiol ligases>>>6.2.1.5  succinate---CoA ligase (ADP-forming)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity	Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!Dicarboxylate-hydroxybutyrate cycle!!!Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate!!!Anoxygenic photosynthesis in green sulfur bacteria	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]							C	COG0074	COG0074		ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	K01902					gene
58.0	c_000000000001	45065	46154			Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	Cell wall hydrolase CwlJ, involved in spore germination (CwlJ) (PDB:4F55)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.28  N-acetylmuramoyl-L-alanine amidase			N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]							D!!!M	COG3773			ko00001!!!ko01000			K01449					gene
59.0	c_000000000001	46594	48502			Coenzyme transport and metabolism	Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE)		hemoglobin/transferrin/lactoferrin receptor protein	Transporters>>>Other transporters>>>Pores ion channels [TC:1]			vitamin B12 transporter							H	COG4206		CyCOG_60002762	ko02000			K16092					gene
63.0	c_000000000001	50989	53233			Posttranslational modification, protein turnover, chaperones	Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)		oligopeptidase A Metallo peptidase. MEROPS family M03A	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.15  Peptidyl-dipeptidases>>>3.4.15.5  peptidyl-dipeptidase Dcp!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M3			peptidyl-dipeptidase Dcp [EC:3.4.15.5]							O	COG0339		CyCOG_60000324	ko01000!!!ko01002			K01284					gene
69.0	c_000000000001	60137	61985			Replication, recombination and repair	Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)			KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Enzymes>>>7. Translocases>>>7.5  Catalysing the translocation of carbohydrates and their derivatives>>>7.5.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.5.2.14  ABC-type homopolymeric O-antigen exporter!!!Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Homopolymeric O-antigen			putative ATP-dependent endonuclease of the OLD family							L	COG3593			ko00001!!!ko01000!!!ko02000			K07459					gene
73.0	c_000000000001	65239	65755			Cell wall/membrane/envelope biogenesis	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain (RlpA) (PDB:4AVR) (PUBMED:24806796)		rare lipoprotein A	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins			rare lipoprotein A							M	COG0797		CyCOG_60002190	ko00001			K03642					gene
74.0	c_000000000001	66567	67782			Amino acid transport and metabolism	Argininosuccinate synthase (ArgG) (PDB:1J1Z)	Arginine biosynthesis	argininosuccinate synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.5  argininosuccinate synthase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)	Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle	argininosuccinate synthase [EC:6.3.4.5]							E	COG0137	COG0137	CyCOG_60000556	ko00001!!!ko00001!!!ko01000!!!ko04147	M00844!!!M00845!!!M00029	M00844!!!M00845!!!M00029	K01940					gene
