gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
344	c_000000000004	0	321						hypothetical protein														CyCOG_60001358									gene
84	c_000000000003	0	738			Cell wall/membrane/envelope biogenesis	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)		Glycosyltransferase involved in cell wall bisynthesis											M	COG0438		CyCOG_60004431									gene
1857	c_000000000015	0	624			Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	Mureine biosynthesis	Phospho-N-acetylmuramoyl-pentapeptide-transferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.33  UDP-N-acetylglucosamine---undecaprenyl-phosphate N-acetylglucosaminephosphotransferase!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.35  UDP-N-acetylglucosamine---decaprenyl-phosphate N-acetylglucosaminephosphotransferase!!!Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)!!!Lipopolysaccharide biosynthesis proteins>>>O-antigen repeat unit			UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]							M	COG0472	COG0472	CyCOG_60000033	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01000!!!ko01003!!!ko01005			K02851					gene
0	c_000000000001	1	109						hypothetical protein														CyCOG_60001191									gene
1799	c_000000000014	1	499			Lipid transport and metabolism	3-oxoacyl-[acyl-carrier-protein] synthase III (FabH) (PDB:1UB7)	Fatty acid biosynthesis	3-oxoacyl-[acyl-carrier-protein] synthase III											I	COG0332	COG0332	CyCOG_60000339									gene
1170	c_000000000009	1	316						Protein of unknown function (DUF721)														CyCOG_60000905									gene
1792	c_000000000013	1	988			Cell wall/membrane/envelope biogenesis	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase (MurG) (PDB:1F0K)	Mureine biosynthesis	UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.227  undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase!!!Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Glycosyltransferase			UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]							M	COG0707	COG0707	CyCOG_60000533	ko00001!!!ko00001!!!ko01000!!!ko01011			K02563					gene
1539	c_000000000011	2	416			Carbohydrate transport and metabolism	Phosphomannomutase (ManB) (PDB:6MNV)		phosphoglucosamine mutase											G	COG1109		CyCOG_60001246									gene
45	c_000000000002	2	218						Protein of unknown function (DUF1651)														CyCOG_60001160									gene
526	c_000000000007	2	350			Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	Mureine biosynthesis	Phospho-N-acetylmuramoyl-pentapeptide-transferase											M	COG0472	COG0472	CyCOG_60000033									gene
