gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
1	c_000000000001	5905	7072			Function unknown	Uncharacterized membrane protein YeiB (YeiB)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							S	COG2311			ko00001			K07148					gene
1.1	c_000000000001	7073	7148																													intergenic
2	c_000000000001	7149	8346			Amino acid transport and metabolism	Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	Methionine biosynthesis	cystathionine gamma-synthase	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.47  cysteine synthase!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.49  O-acetylhomoserine aminocarboxypropyltransferase	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	Methionine biosynthesis, aspartate => homoserine => methionine	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]							E	COG0626	COG0626	CyCOG_60000698	ko00001!!!ko00001!!!ko01000!!!ko01000	M00017	M00017	K01760					gene
3	c_000000000001	8342	9701			Defense mechanisms	Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)			Transporters>>>Solute carrier family (SLC)>>>SLC47: Multidrug and Toxin Extrusion (MATE) family			multidrug resistance protein, MATE family							V	COG0534			ko02000			K03327					gene
4	c_000000000001	9700	10783			Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)			KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00997 Biosynthesis of various other secondary metabolites [PATH:ko00997]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.102  N6-hydroxylysine N-acetyltransferase	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	Aerobactin biosynthesis, lysine => aerobactin	acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]							J!!!O	COG1670			ko00001!!!ko01000	M00918	M00918	K03896					gene
4.1	c_000000000001	10784	10971																													intergenic
5	c_000000000001	10972	13699			Secondary metabolites biosynthesis, transport and catabolism!!!Secondary metabolites biosynthesis, transport and catabolism	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)!!!Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase (EntF2) (PDB:5JA1)		amino acid adenylation domain/thioester reductase domain											Q!!!Q	COG1020!!!COG3319		CyCOG_60019157									gene
5.1	c_000000000001	13700	13711																													intergenic
6	c_000000000001	13712	15023			Secondary metabolites biosynthesis, transport and catabolism	Lysine/ornithine N-monooxygenase (IucD) (PDB:3S5W)			KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00997 Biosynthesis of various other secondary metabolites [PATH:ko00997]!!!Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.13  With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor>>>1.14.13.59  L-lysine N6-monooxygenase (NADPH)	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds	Aerobactin biosynthesis, lysine => aerobactin	lysine N6-hydroxylase [EC:1.14.13.59]							Q	COG3486			ko00001!!!ko01000	M00918	M00918	K03897					gene
6.1	c_000000000001	15024	15095																													intergenic
7	c_000000000001	15096	15660			Transcription	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)	RNA polymerase		Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Sigma factors			RNA polymerase sigma-70 factor, ECF subfamily							K	COG1595	COG1595		ko03021			K03088					gene
7.1	c_000000000001	15661	15892																													intergenic
8	c_000000000001	15893	16679			Inorganic ion transport and metabolism	Ferric iron reductase protein FhuF, involved in iron transport (FhuF)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			ferric iron reductase protein FhuF							P	COG4114			ko00001			K13255					gene
