gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
1	c_000000000001	83	812			Function unknown	Uncharacterized membrane protein		Uncharacterized membrane protein	KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>00906 Carotenoid biosynthesis [PATH:ko00906]!!!Enzymes>>>5. Isomerases>>>5.2  cis-trans-Isomerases>>>5.2.1  cis-trans Isomerases (only sub-subclass identified to date)>>>5.2.1.12  zeta-carotene isomerase	Pathway modules; Biosynthesis of terpenoids and polyketides; Plant terpenoid biosynthesis	beta-Carotene biosynthesis, GGAP => beta-carotene	zeta-carotene isomerase [EC:5.2.1.12]							S	COG4094		CyCOG_60000377	ko00001!!!ko01000	M00097	M00097	K15744					gene
1.1	c_000000000001	813	844																													intergenic
2	c_000000000001	845	2858			Energy production and conversion	Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit (NuoL) (PDB:3RKO)	NADH dehydrogenase	NADH dehydrogenase subunit L	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.2  NADH:ubiquinone reductase (H+-translocating)	Pathway modules; Energy metabolism; ATP synthesis	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]							C	COG1009	COG1009	CyCOG_60000200	ko00001!!!ko01000	M00145	M00145	K00341					gene
2.1	c_000000000001	2859	2941																													intergenic
3	c_000000000001	2942	4583			Energy production and conversion	NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	NADH dehydrogenase	NADH dehydrogenase subunit M	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.2  NADH:ubiquinone reductase (H+-translocating)	Pathway modules; Energy metabolism; ATP synthesis	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]							C	COG1008	COG1008	CyCOG_60000247	ko00001!!!ko01000	M00145	M00145	K05575					gene
3.1	c_000000000001	4584	4812																													intergenic
4	c_000000000001	4813	5527			Replication, recombination and repair	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family (ScpA) (PDB:3W6J)		condensin subunit ScpA	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Condensin-like complex			segregation and condensation protein A							L	COG1354		CyCOG_60000302	ko03036			K05896					gene
4.1	c_000000000001	5528	5575																													intergenic
5	c_000000000001	5576	6755			Translation, ribosomal structure and biogenesis!!!Cell wall/membrane/envelope biogenesis	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s (GCD1) (PDB:6JQ8)		mannose-1-phosphate guanylyltransferase											J!!!M	COG1208		CyCOG_60000061									gene
6	c_000000000001	6738	7629			Amino acid transport and metabolism	5,10-methylenetetrahydrofolate reductase (MetF) (PDB:1B5T)		methylenetetrahydrofolate reductase (NADPH)	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription	Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)!!!Acetogen	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]							E	COG0685		CyCOG_60000066	ko00001	M00377!!!M00618	M00377!!!M00618	K00297					gene
6.1	c_000000000001	7630	7705																													intergenic
7	c_000000000001	7706	7985			Signal transduction mechanisms!!!Transcription	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)		transcriptional regulator, LuxR family	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!Two-component system>>>NarL family>>>VraS-VraR (cell-wall peptidoglycan synthesis)			LuxR family transcriptional regulator, transcriptional regulator of spore coat protein							T!!!K	COG2197		CyCOG_60000109	ko00001!!!ko02022			K01994					gene
8	c_000000000001	7947	8133						hypothetical protein														CyCOG_60001364									gene
8.1	c_000000000001	8134	8208																													intergenic
9	c_000000000001	8209	8686			General function prediction only	CYTH domain, found in class IV adenylate cyclase and various triphosphatases (CYTH) (PDB:2FBL)		CYTH domain-containing protein											R	COG2954		CyCOG_60000224									gene
