gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
0	c_000000000001	0	1023			Replication, recombination and repair	Site-specific recombinase XerD (XerD) (PDB:1A0P)													L	COG4974											gene
1	c_000000000001	1016	2225			Replication, recombination and repair	Site-specific recombinase XerD (XerD) (PDB:1A0P)													L	COG4974											gene
1.1	c_000000000001	2226	2736																													intergenic
2	c_000000000001	2737	3037			Function unknown	Uncharacterized conserved protein, DUF736 family													S	COG5489											gene
2.1	c_000000000001	3038	3130																													intergenic
3	c_000000000001	3131	3326			Function unknown	Uncharacterized conserved protein, DUF736 family													S	COG5489											gene
3.1	c_000000000001	3327	4512																													intergenic
5	c_000000000001	4513	5374			Transcription	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)		DNA-binding transcriptional regulator, LysR family	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family			LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator							K	COG0583		CyCOG_60000237	ko03000			K04761					gene
5.1	c_000000000001	5375	5529																													intergenic
6	c_000000000001	5530	6250			Energy production and conversion	Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)													C	COG1359											gene
6.1	c_000000000001	6251	6530																													intergenic
7	c_000000000001	6531	7095			Transcription	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)		transcriptional regulator, TetR family	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>TetR/AcrR family			TetR/AcrR family transcriptional regulator, tetracycline repressor protein							K	COG1309		CyCOG_60033008	ko03000			K18476					gene
8	c_000000000001	7091	7628			Coenzyme transport and metabolism	Dihydrofolate reductase (FolA) (PDB:1DDR)	Folate biosynthesis	Dihydrofolate reductase											H	COG0262	COG0262	CyCOG_60030223									gene
8.1	c_000000000001	7629	7748																													intergenic
9	c_000000000001	7749	8670			Translation, ribosomal structure and biogenesis	Ribosomal protein S24E (RPS24A) (PDB:1XN9)	Archaeal ribosomal proteins												J	COG2004	COG2004										gene
9.1	c_000000000001	8671	8993																													intergenic
10	c_000000000001	8994	10059			Mobilome: prophages, transposons	Uncharacterized domain associated with phage/plasmid primase													X	COG4643											gene
11	c_000000000001	10058	14354			General function prediction only	Predicted RNA methylase (PDB:6H2U)			Chromosome and associated proteins>>>Eukaryotic type>>>Chromatin remodeling factors>>>Other chromatin remodeling factors			protein strawberry notch							R	COG2263			ko03036			K26273					gene
11.1	c_000000000001	14355	15173																													intergenic
14	c_000000000001	15174	17283			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
14.1	c_000000000001	17284	17561																													intergenic
15	c_000000000001	17562	18339			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	Pimeloyl-ACP methyl ester carboxylesterase											H!!!R	COG0596	COG0596	CyCOG_60000727									gene
15.1	c_000000000001	18340	18400																													intergenic
16	c_000000000001	18401	19355			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		Antirestriction protein ArdC											L	COG4227		CyCOG_60007550									gene
16.1	c_000000000001	19356	20945																													intergenic
18	c_000000000001	20946	24165			Transcription!!!Replication, recombination and repair	Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)		Superfamily II DNA or RNA helicase											K!!!L	COG1061		CyCOG_60038393									gene
18.1	c_000000000001	24166	26222																													intergenic
20	c_000000000001	26223	27411			Function unknown	Uncharacterized conserved protein, PA2063/DUF2235 family													S	COG3673											gene
20.1	c_000000000001	27412	28702																													intergenic
22	c_000000000001	28703	29819			Transcription	Fic family protein (PDB:3CUC)		filamentation induced by cAMP protein Fic	Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.108  protein adenylyltransferase!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins			cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]							K	COG3177		CyCOG_60007528	ko01000!!!ko03036			K04095					gene
22.1	c_000000000001	29820	30700																													intergenic
24	c_000000000001	30701	34013			Replication, recombination and repair	Replicative superfamily II helicase (BRR2) (PDB:2VA8)		Superfamily II RNA helicase											L	COG1204		CyCOG_60000089									gene
24.1	c_000000000001	34014	34034																													intergenic
25	c_000000000001	34035	37416			Signal transduction mechanisms	Predicted NTPase, NACHT family domain (NACHT)													T	COG5635											gene
25.1	c_000000000001	37417	39434																													intergenic
28	c_000000000001	39435	41088			Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth			site-specific DNA recombinase							L	COG1961			ko00001			K06400					gene
28.1	c_000000000001	41089	47290																													intergenic
29	c_000000000001	47291	48851			Defense mechanisms	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)													V	COG1680											gene
29.1	c_000000000001	48852	48942																													intergenic
30	c_000000000001	48943	50467			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
30.1	c_000000000001	50468	50501																													intergenic
31	c_000000000001	50502	52182			Posttranslational modification, protein turnover, chaperones	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)		peptide/nickel transport system ATP-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system ATP-binding protein							O	COG1123		CyCOG_60000163	ko00001!!!ko02000			K02031					gene
32	c_000000000001	52178	53036			Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)		peptide/nickel transport system permease protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system permease protein							E!!!P	COG1173		CyCOG_60000523	ko00001!!!ko02000			K02034					gene
33	c_000000000001	53032	53971			Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)		peptide/nickel transport system permease protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system permease protein							E!!!P	COG0601		CyCOG_60000828	ko00001!!!ko02000			K02033					gene
33.1	c_000000000001	53972	54018																													intergenic
34	c_000000000001	54019	54913			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	proline iminopeptidase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00330 Arginine and proline metabolism [PATH:ko00330]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.5  prolyl aminopeptidase!!!Peptidases and inhibitors>>>Serine peptidases>>>Family S33			proline iminopeptidase [EC:3.4.11.5]							H!!!R	COG0596	COG0596	CyCOG_60013842	ko00001!!!ko01000!!!ko01002			K01259					gene
34.1	c_000000000001	54914	55039																													intergenic
