gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
0	c_000000000001	110	1400	tRNA-synt_His		Translation, ribosomal structure and biogenesis	Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	Aminoacyl-tRNA synthetases	histidyl-tRNA synthetase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.21  histidine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class II (A)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs			histidyl-tRNA synthetase [EC:6.1.1.21]					PF13393.6		J	COG0124	COG0124	CyCOG_60000681	ko00001!!!ko01000!!!ko01007!!!ko03016!!!ko03016			K01892					gene
0.1	c_000000000001	1401	1403																													intergenic
1	c_000000000001	1404	1659						tryptophan-rich conserved hypothetical protein														CyCOG_60001504									gene
1.1	c_000000000001	1660	1684																													intergenic
2	c_000000000001	1685	1988						tryptophan-rich conserved hypothetical protein														CyCOG_60001504									gene
2.1	c_000000000001	1989	2122																													intergenic
3	c_000000000001	2123	2360						hypothetical protein														CyCOG_60001372									gene
3.1	c_000000000001	2361	2413																													intergenic
4	c_000000000001	2414	2591						hypothetical protein														CyCOG_60001443									gene
4.1	c_000000000001	2592	2909																													intergenic
5	c_000000000001	2910	3969			Energy production and conversion	Chlorophyll-binding protein PcbABC/IsiA (IsiA) (PUBMED:32393811)		chlorophyll a/b binding light-harvesting protein PcbA	Photosynthesis proteins>>>Antenna proteins>>>Chlorophyll a/b binding light-harvesting protein (PCB) - Prochlorophyta [OT]			chlorophyll a/b binding light-harvesting protein PcbA							C	COG5742		CyCOG_60000023	ko00194			K08918					gene
5.1	c_000000000001	3970	4074																													intergenic
