gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
0	c_000000000001	2	1076			Cell wall/membrane/envelope biogenesis	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)		4-amino-4-deoxy-L-arabinose transferase											M	COG1807		CyCOG_60001414									gene
0.1	c_000000000001	1077	1227																													intergenic
1	c_000000000001	1228	1468						Protein of unknown function (DUF3493)														CyCOG_60001299									gene
1.1	c_000000000001	1469	1471																													intergenic
2	c_000000000001	1472	4982			Translation, ribosomal structure and biogenesis	Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	Translation factors	bacterial translation initiation factor 2 (bIF-2)	Translation factors>>>Prokaryotic type>>>Initiation factors!!!Translation factors>>>Eukaryotic type>>>Initiation factors>>>MTIFs!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Mitochondrial translation factors			translation initiation factor IF-2							J	COG0532	COG0532	CyCOG_60000070	ko03012!!!ko03012!!!ko03029			K02519					gene
2.1	c_000000000001	4983	5053																													intergenic
3	c_000000000001	5054	5315			General function prediction only	Nucleoid-associated protein YlxR, Predicted RNA-binding, DUF448 family (YlxR) (PDB:1G2R) (PUBMED:11679764;31118925)		hypothetical protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							R	COG2740		CyCOG_60001547	ko00001			K07742					gene
4	c_000000000001	5311	6715			Transcription	Transcription antitermination factor NusA, contains S1 and KH domains (NusA) (PDB:1HH2)		NusA antitermination factor	Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>RNA polymerase-associated proteins!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA transcription factors			transcription termination/antitermination protein NusA							K	COG0195		CyCOG_60000323	ko03021!!!ko03009			K02600					gene
4.1	c_000000000001	6716	6750																													intergenic
5	c_000000000001	6751	7219			Translation, ribosomal structure and biogenesis	Ribosome maturation factor RimP (RimP) (PDB:1IB8)		ribosome maturation factor RimP	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors			ribosome maturation factor RimP							J	COG0779		CyCOG_60001521	ko03009			K09748					gene
5.1	c_000000000001	7220	7363																													intergenic
