gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
0	c_000000000001	2	245						signal recognition particle subunit FFH/SRP54 (srp54)														CyCOG_60000512									gene
0.1	c_000000000001	246	298																													intergenic
1	c_000000000001	299	644		Ribosomal_S16	Translation, ribosomal structure and biogenesis	Ribosomal protein S16 (RpsP) (PDB:4V4H)	Ribosome 30S subunit	SSU ribosomal protein S16P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors			small subunit ribosomal protein S16						PF00886.19	J	COG0228	COG0228	CyCOG_60000406	ko00001!!!ko03011!!!ko03011!!!ko03029			K02959					gene
1.1	c_000000000001	645	677																													intergenic
2	c_000000000001	678	1635			Signal transduction mechanisms	Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794;12762842)		phosphate starvation-inducible protein PhoH	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99995 Signaling proteins			phosphate starvation-inducible protein PhoH and related proteins							T	COG1702		CyCOG_60000291	ko00001			K06217					gene
2.1	c_000000000001	1636	1708																													intergenic
3	c_000000000001	1709	2447			Inorganic ion transport and metabolism	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family (YbhL) (PDB:4PGR) (PUBMED:28064000)		hypothetical protein											P	COG0670		CyCOG_60000285									gene
3.1	c_000000000001	2448	2501																													intergenic
4	c_000000000001	2502	3030						hypothetical protein														CyCOG_60000305									gene
4.1	c_000000000001	3031	3068																													intergenic
