gene_callers_id	contig	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
3994	c_000000000008	0	2496			Inorganic ion transport and metabolism!!!General function prediction only	Bacterioferritin-associated ferredoxin (Bfd) (PDB:6E6R)!!!Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6)		assimilatory nitrate reductase (ferredoxin) precursor											P!!!R	COG2906!!!COG3383		CyCOG_60001877									gene
1575	c_000000000006	0	534			Amino acid transport and metabolism!!!Signal transduction mechanisms	ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)													E!!!T	COG0834											gene
1181	c_000000000004	230	1271			Cell wall/membrane/envelope biogenesis!!!Lipid transport and metabolism	CDP-glycerol glycerophosphotransferase, TagB/SpsB family (TagB)													M!!!I	COG1887											gene
1007	c_000000000003	337	802			Translation, ribosomal structure and biogenesis	RNA recognition motif (RRM) domain (RRM) (PDB:1HL6)		RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)											J	COG0724		CyCOG_60000029									gene
328	c_000000000002	350	1154			Lipid transport and metabolism	Phosphatidylserine synthase (PssA)			KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase	Pathway modules; Lipid metabolism; Lipid metabolism	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]							I	COG1183			ko00001!!!ko00001!!!ko01000	M00093	M00093	K17103					gene
1575.1	c_000000000006	535	1149																													intergenic
0	c_000000000001	539	1688			Energy production and conversion	Alcohol dehydrogenase, class IV (EutG) (PDB:6AHC)		Alcohol dehydrogenase, class IV	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.-			alcohol dehydrogenase [EC:1.1.1.-]							C	COG1454		CyCOG_60008507	ko00001!!!ko01000			K19954					gene
1007.1	c_000000000003	803	2387																													intergenic
1576	c_000000000006	1150	1531			Function unknown	Uncharacterized low-complexity protein													S	COG3767											gene
328.1	c_000000000002	1155	3640																													intergenic
1181.1	c_000000000004	1272	1484																													intergenic
1182	c_000000000004	1485	2028			General function prediction only	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)		Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.-			gamma-carbonic anhydrase [EC:4.2.1.-]							R	COG0663		CyCOG_60002754	ko00001!!!ko01000			K01726					gene
1576.1	c_000000000006	1532	1680																													intergenic
1577	c_000000000006	1681	2533			Function unknown	Uncharacterized conserved protein, UPF0276 family (PDB:3BWW)		Uncharacterized conserved protein, UPF0276 family	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							S	COG3220		CyCOG_60006866	ko00001			K09930					gene
1	c_000000000001	1684	2452			Carbohydrate transport and metabolism	Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.218  alpha-3'-ketoglucosidase			alpha-3'-ketoglucosidase [EC:3.2.1.218]							G	COG2133			ko00001!!!ko01000			K26288					gene
