contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	2363	6mA	12	0.67	2.0	1678	2599			Replication, recombination and repair	Site-specific recombinase XerD (XerD) (PDB:1A0P)													L	COG4974											gene
c_000000000001	4181	6mA	12	0.83	3.1	3802	4312																													intergenic
c_000000000001	4191	6mA	15	0.8	3.1	3802	4312																													intergenic
c_000000000001	8525	6mA	20	0.7	10.0	8190	9132			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		DNA primase											L	COG4227		CyCOG_60017042									gene
c_000000000001	8635	6mA	20	0.75	10.0	8190	9132			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		DNA primase											L	COG4227		CyCOG_60017042									gene
c_000000000001	8788	6mA	12	0.67	10.0	8190	9132			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		DNA primase											L	COG4227		CyCOG_60017042									gene
c_000000000001	9533	6mA	13	0.69	10.1	9133	9953																													intergenic
c_000000000001	9824	6mA	13	0.85	10.1	9133	9953																													intergenic
c_000000000001	9832	6mA	12	0.92	10.1	9133	9953																													intergenic
c_000000000001	10912	6mA	15	0.67	13.1	10629	12797																													intergenic
c_000000000001	12516	6mA	18	0.94	13.1	10629	12797																													intergenic
c_000000000001	12868	6mA	18	0.89	18.0	12798	14463			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	12876	6mA	11	0.82	18.0	12798	14463			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	14297	6mA	16	1.0	18.0	12798	14463			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	15305	6mA	13	0.69	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	15535	6mA	12	1.0	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	15543	6mA	11	0.91	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	18550	6mA	18	1.0	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	18558	6mA	13	0.69	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	19401	6mA	15	0.93	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	19579	6mA	12	0.92	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	19589	6mA	14	0.79	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	19631	6mA	12	0.83	19.0	14712	19818			Replication, recombination and repair!!!Replication, recombination and repair	Adenine-specific DNA N6-methylase (YtxK) (PDB:2F8L)!!!Adenine-specific DNA methylase, N12 class													L!!!L	COG0827!!!COG4646											gene
c_000000000001	21731	6mA	15	0.67	22.0	21124	22099			Mobilome: prophages, transposons	Uncharacterized domain associated with phage/plasmid primase													X	COG4643											gene
c_000000000001	22369	6mA	12	0.83	22.1	22100	23016																													intergenic
c_000000000001	22457	6mA	13	0.77	22.1	22100	23016																													intergenic
c_000000000001	23309	6mA	19	0.84	24.1	23240	24076																													intergenic
c_000000000001	23491	6mA	19	0.68	24.1	23240	24076																													intergenic
c_000000000001	24718	6mA	18	0.83	27.0	24077	25586			Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)		FG-GAP repeat-containing protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.16  Oxidizing metal ions>>>1.16.3  With oxygen as acceptor>>>1.16.3.4  cuproxidase			cuproxidase [EC:1.16.3.4]							D!!!P!!!M	COG2132		CyCOG_60005614	ko00001!!!ko01000			K14588					gene
c_000000000001	26810	6mA	13	0.92	28.0	25644	27045			Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)		FG-GAP repeat-containing protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.16  Oxidizing metal ions>>>1.16.3  With oxygen as acceptor>>>1.16.3.4  cuproxidase			multicopper oxidase [EC:1.16.3.1]							D!!!P!!!M	COG2132		CyCOG_60005614	ko00001!!!ko01000			K22552					gene
c_000000000001	26818	6mA	13	1.0	28.0	25644	27045			Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)		FG-GAP repeat-containing protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.16  Oxidizing metal ions>>>1.16.3  With oxygen as acceptor>>>1.16.3.4  cuproxidase			multicopper oxidase [EC:1.16.3.1]							D!!!P!!!M	COG2132		CyCOG_60005614	ko00001!!!ko01000			K22552					gene
c_000000000001	27508	6mA	11	0.73	30.0	27470	27956			General function prediction only	Uncharacterized copper-binding protein, cupredoxin-like subfamily		plastocyanin											R	COG4454		CyCOG_60000626									gene
c_000000000001	27510	6mA	13	0.69	30.0	27470	27956			General function prediction only	Uncharacterized copper-binding protein, cupredoxin-like subfamily		plastocyanin											R	COG4454		CyCOG_60000626									gene
c_000000000001	27592	6mA	11	0.73	30.0	27470	27956			General function prediction only	Uncharacterized copper-binding protein, cupredoxin-like subfamily		plastocyanin											R	COG4454		CyCOG_60000626									gene
c_000000000001	28910	6mA	11	0.82	31.0	27995	29363			Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)		hypothetical protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.16  Oxidizing metal ions>>>1.16.3  With oxygen as acceptor>>>1.16.3.3  manganese oxidase			manganese oxidase [EC:1.16.3.3]							D!!!P!!!M	COG2132		CyCOG_60013250	ko00001!!!ko01000			K22348					gene
c_000000000001	29599	6mA	10	0.9	32.0	29384	30899			Cell wall/membrane/envelope biogenesis	Outer membrane protein TolC (TolC) (PDB:1EK9)													M	COG1538											gene
c_000000000001	30202	6mA	12	0.92	32.0	29384	30899			Cell wall/membrane/envelope biogenesis	Outer membrane protein TolC (TolC) (PDB:1EK9)													M	COG1538											gene
c_000000000001	31261	6mA	14	0.93	32.1	30900	32033																													intergenic
c_000000000001	31263	6mA	13	0.92	32.1	30900	32033																													intergenic
c_000000000001	31294	6mA	13	0.92	32.1	30900	32033																													intergenic
c_000000000001	31530	6mA	14	0.86	32.1	30900	32033																													intergenic
c_000000000001	31532	6mA	17	0.71	32.1	30900	32033																													intergenic
c_000000000001	31928	6mA	18	0.94	32.1	30900	32033																													intergenic
c_000000000001	31936	6mA	17	0.82	32.1	30900	32033																													intergenic
c_000000000001	33005	6mA	18	0.78	37.0	32992	33328			Inorganic ion transport and metabolism	Copper chaperone CopZ (CopZ) (PDB:1AFI)			Transporters>>>Other transporters>>>Pores ion channels [TC:1]			periplasmic mercuric ion binding protein							P	COG2608			ko02000			K08364					gene
c_000000000001	33269	6mA	20	0.7	37.0	32992	33328			Inorganic ion transport and metabolism	Copper chaperone CopZ (CopZ) (PDB:1AFI)			Transporters>>>Other transporters>>>Pores ion channels [TC:1]			periplasmic mercuric ion binding protein							P	COG2608			ko02000			K08364					gene
c_000000000001	36542	6mA	21	0.71	39.1	36494	37550																													intergenic
c_000000000001	37321	6mA	19	0.79	39.1	36494	37550																													intergenic
c_000000000001	39366	6mA	20	0.75	40.0	37551	40107			Cell wall/membrane/envelope biogenesis	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)		Nucleoside-diphosphate-sugar epimerase											M	COG0451		CyCOG_60004376									gene
c_000000000001	39690	6mA	17	0.82	40.0	37551	40107			Cell wall/membrane/envelope biogenesis	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)		Nucleoside-diphosphate-sugar epimerase											M	COG0451		CyCOG_60004376									gene
c_000000000001	40363	6mA	14	0.71	40.1	40108	40380																													intergenic
c_000000000001	40853	6mA	24	0.71	42.1	40817	41510																													intergenic
