contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	2419	6mA	967	0.7	2.0	2327	2783						hypothetical protein														CyCOG_60000991									gene
c_000000000001	2493	6mA	1001	0.75	2.0	2327	2783						hypothetical protein														CyCOG_60000991									gene
c_000000000001	5744	6mA	1050	0.77	5.0	5718	6756			Carbohydrate transport and metabolism	Glucokinase (Glk) (PDB:1Q18)	Glycolysis	glucokinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00052 Galactose metabolism [PATH:ko00052]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00521 Streptomycin biosynthesis [PATH:ko00521]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.2  glucokinase	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Nucleotide sugar biosynthesis, glucose => UDP-glucose!!!UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc!!!UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	glucokinase [EC:2.7.1.2]							G	COG0837	COG0837	CyCOG_60000661	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	M00001!!!M00549!!!M00892!!!M00909	M00001!!!M00549!!!M00892!!!M00909	K00845					gene
c_000000000001	6560	6mA	1056	0.88	5.0	5718	6756			Carbohydrate transport and metabolism	Glucokinase (Glk) (PDB:1Q18)	Glycolysis	glucokinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00052 Galactose metabolism [PATH:ko00052]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00521 Streptomycin biosynthesis [PATH:ko00521]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.2  glucokinase	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Nucleotide sugar biosynthesis, glucose => UDP-glucose!!!UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc!!!UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	glucokinase [EC:2.7.1.2]							G	COG0837	COG0837	CyCOG_60000661	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	M00001!!!M00549!!!M00892!!!M00909	M00001!!!M00549!!!M00892!!!M00909	K00845					gene
c_000000000001	6578	6mA	1021	0.75	5.0	5718	6756			Carbohydrate transport and metabolism	Glucokinase (Glk) (PDB:1Q18)	Glycolysis	glucokinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00052 Galactose metabolism [PATH:ko00052]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00521 Streptomycin biosynthesis [PATH:ko00521]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.2  glucokinase	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Nucleotide sugar biosynthesis, glucose => UDP-glucose!!!UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc!!!UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	glucokinase [EC:2.7.1.2]							G	COG0837	COG0837	CyCOG_60000661	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	M00001!!!M00549!!!M00892!!!M00909	M00001!!!M00549!!!M00892!!!M00909	K00845					gene
c_000000000001	6897	6mA	1034	0.89	6.0	6694	7711			Amino acid transport and metabolism	Homoserine kinase (ThrB) (PDB:1FWK)	Threonine biosynthesis	homoserine kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.39  homoserine kinase	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	Threonine biosynthesis, aspartate => homoserine => threonine	homoserine kinase [EC:2.7.1.39]							E	COG0083	COG0083	CyCOG_60000430	ko00001!!!ko01000	M00018	M00018	K00872					gene
c_000000000001	6954	6mA	1033	0.69	6.0	6694	7711			Amino acid transport and metabolism	Homoserine kinase (ThrB) (PDB:1FWK)	Threonine biosynthesis	homoserine kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.39  homoserine kinase	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	Threonine biosynthesis, aspartate => homoserine => threonine	homoserine kinase [EC:2.7.1.39]							E	COG0083	COG0083	CyCOG_60000430	ko00001!!!ko01000	M00018	M00018	K00872					gene
c_000000000001	8271	6mA	993	0.83	7.0	7789	9340			Energy production and conversion	NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	NADH dehydrogenase	NADH dehydrogenase subunit M	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.2  NADH:ubiquinone reductase (H+-translocating)	Pathway modules; Energy metabolism; ATP synthesis	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]							C	COG1008	COG1008	CyCOG_60000393	ko00001!!!ko01000	M00145	M00145	K05575					gene
c_000000000001	10633	6mA	1058	0.79	8.0	9344	11432			Posttranslational modification, protein turnover, chaperones	Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)		oligopeptidase A Metallo peptidase. MEROPS family M03A	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.24  Metalloendopeptidases>>>3.4.24.70  oligopeptidase A!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M3			oligopeptidase A [EC:3.4.24.70]							O	COG0339		CyCOG_60000324	ko01000!!!ko01002			K01414					gene
c_000000000001	11185	6mA	1051	0.89	8.0	9344	11432			Posttranslational modification, protein turnover, chaperones	Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)		oligopeptidase A Metallo peptidase. MEROPS family M03A	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.24  Metalloendopeptidases>>>3.4.24.70  oligopeptidase A!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M3			oligopeptidase A [EC:3.4.24.70]							O	COG0339		CyCOG_60000324	ko01000!!!ko01002			K01414					gene
