contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	7329	6mA	15	0.87	0.1	7190	7485																													intergenic
c_000000000001	7339	6mA	10	0.8	0.1	7190	7485																													intergenic
c_000000000001	9423	6mA	12	0.92	2.0	8922	10020			Cell wall/membrane/envelope biogenesis	1,6-Anhydro-N-acetylmuramate kinase (AnmK) (PDB:3CQY) (PUBMED:15901686)		anhydro-N-acetylmuramic acid kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.170  anhydro-N-acetylmuramic acid kinase			anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]							M	COG2377		CyCOG_60001664	ko00001!!!ko01000			K09001					gene
c_000000000001	9433	6mA	17	0.71	2.0	8922	10020			Cell wall/membrane/envelope biogenesis	1,6-Anhydro-N-acetylmuramate kinase (AnmK) (PDB:3CQY) (PUBMED:15901686)		anhydro-N-acetylmuramic acid kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.170  anhydro-N-acetylmuramic acid kinase			anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]							M	COG2377		CyCOG_60001664	ko00001!!!ko01000			K09001					gene
c_000000000001	10158	6mA	10	1.0	3.0	10029	10383			Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)		iron-sulfur cluster assembly protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			iron-sulfur cluster insertion protein							O	COG0316		CyCOG_60031126	ko00001			K15724					gene
c_000000000001	10159	6mA	17	0.88	3.0	10029	10383			Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)		iron-sulfur cluster assembly protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			iron-sulfur cluster insertion protein							O	COG0316		CyCOG_60031126	ko00001			K15724					gene
c_000000000001	10303	6mA	18	0.78	3.0	10029	10383			Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)		iron-sulfur cluster assembly protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only			iron-sulfur cluster insertion protein							O	COG0316		CyCOG_60031126	ko00001			K15724					gene
c_000000000001	11892	6mA	15	0.87	6.0	11672	12710			Amino acid transport and metabolism	N-acetyl-gamma-glutamylphosphate reductase (ArgC) (PDB:3DR3)	Arginine biosynthesis	N-acetyl-gamma-glutamyl-phosphate reductase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.38  N-acetyl-gamma-glutamyl-phosphate reductase	Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]							E	COG0002	COG0002	CyCOG_60001095	ko00001!!!ko01000	M00028!!!M00845	M00028!!!M00845	K00145					gene
c_000000000001	14250	6mA	10	0.8	7.0	12843	14622			Inorganic ion transport and metabolism	H+/Cl- antiporter ClcA (ClcA) (PDB:1KPK)		chloride channel protein, CIC family	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]			chloride channel protein, CIC family							P	COG0038		CyCOG_60000172	ko02000			K03281					gene
c_000000000001	15234	6mA	12	0.92	9.0	15101	15848			Coenzyme transport and metabolism	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)	Thiamine biosynthesis	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.15  ribokinase	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP!!!Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP!!!Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP!!!Thiamine salvage pathway, HMP/HET => TMP	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]							H	COG0351	COG0351	CyCOG_60001475	ko00001!!!ko01000	M00127!!!M00895!!!M00896!!!M00899	M00127!!!M00895!!!M00896!!!M00899	K00941					gene
