contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	3472	6mA	14	0.79	10.0	3443	4142			Amino acid transport and metabolism	Peptidase E (PepE) (PDB:1FY2)		aminopeptidase N	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.13  Dipeptidases>>>3.4.13.21  dipeptidase E!!!Peptidases and inhibitors>>>Serine peptidases>>>Family S51			dipeptidase E [EC:3.4.13.21]							E	COG3340		CyCOG_60001418	ko01000!!!ko01002			K05995					gene
c_000000000001	5868	6mA	15	0.8	13.0	5830	6994						NAD(P)-binding Rossmann-like domain-containing protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.402  D-erythritol 1-phosphate dehydrogenase			renalase [EC:1.6.3.5]										CyCOG_60001498	ko00001!!!ko01000			K18208					gene
c_000000000001	5961	6mA	16	0.88	13.0	5830	6994						NAD(P)-binding Rossmann-like domain-containing protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.402  D-erythritol 1-phosphate dehydrogenase			renalase [EC:1.6.3.5]										CyCOG_60001498	ko00001!!!ko01000			K18208					gene
c_000000000001	12624	6mA	15	0.8	26.0	12514	13327			Inorganic ion transport and metabolism	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)		hypothetical protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							P	COG0730		CyCOG_60001305	ko00001			K07090					gene
c_000000000001	12627	6mA	15	0.8	26.0	12514	13327			Inorganic ion transport and metabolism	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)		hypothetical protein	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown			uncharacterized protein							P	COG0730		CyCOG_60001305	ko00001			K07090					gene
c_000000000001	14936	6mA	13	0.77	29.0	14312	15107			General function prediction only	ABC-type uncharacterized transport system, permease component		ABC-2 type transport system permease protein	Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Viologen exporter family transporter			viologen exporter family transport system permease protein							R	COG3694		CyCOG_60001284	ko02000			K25154					gene
c_000000000002	3963	6mA	14	0.71	55.1	3704	4570																													intergenic
c_000000000002	7954	6mA	10	1.0	63.0	7672	8995			Inorganic ion transport and metabolism!!!General function prediction only	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit (HcaE) (PDB:4QDC)		Phenylpropionate dioxygenase, large terminal subunit											P!!!R	COG4638		CyCOG_60001348									gene
c_000000000002	11883	6mA	10	0.8	69.0	11749	11905						hypothetical protein														CyCOG_60003930									gene
c_000000000002	14206	6mA	15	0.87	72.0	13757	14417			General function prediction only	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains (YbjT) (PDB:5L3Z)		NAD(P)H-binding											R	COG0702		CyCOG_60001099									gene
