contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	9	6mA	848	0.87	0.0	1	112			Cell wall/membrane/envelope biogenesis	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4)		phospholipid/cholesterol/gamma-HCH transport system permease protein											M	COG0767		CyCOG_60000447									gene
c_000000000001	2371	6mA	1683	0.88	4.0	2157	2877			Nucleotide transport and metabolism	Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	Pyrimidine biosynthesis	orotidine-5'-phosphate decarboxylase	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.23  orotidine-5'-phosphate decarboxylase	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]							F	COG0284	COG0284	CyCOG_60000363	ko00001!!!ko01000	M00051	M00051	K01591					gene
c_000000000001	2743	6mA	1711	0.85	4.0	2157	2877			Nucleotide transport and metabolism	Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	Pyrimidine biosynthesis	orotidine-5'-phosphate decarboxylase	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.23  orotidine-5'-phosphate decarboxylase	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]							F	COG0284	COG0284	CyCOG_60000363	ko00001!!!ko01000	M00051	M00051	K01591					gene
c_000000000001	4087	6mA	1752	0.86	5.0	2883	4122			Translation, ribosomal structure and biogenesis	Tyrosyl-tRNA synthetase (TyrS) (PDB:4OUD)	Aminoacyl-tRNA synthetases	tyrosyl-tRNA synthetase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.1  tyrosine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (A)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors			tyrosyl-tRNA synthetase [EC:6.1.1.1]							J	COG0162	COG0162	CyCOG_60000522	ko00001!!!ko01000!!!ko01007!!!ko03016!!!ko03016!!!ko03029			K01866					gene
c_000000000001	5785	6mA	1827	0.81	8.0	5251	6727			Amino acid transport and metabolism	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)		leucyl aminopeptidase	KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.1  leucyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M17: leucyl aminopeptidase family			leucyl aminopeptidase [EC:3.4.11.1]							E	COG0260		CyCOG_60000786	ko00001!!!ko01000!!!ko01002			K01255					gene
c_000000000001	6042	6mA	1799	0.86	8.0	5251	6727			Amino acid transport and metabolism	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)		leucyl aminopeptidase	KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.1  leucyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M17: leucyl aminopeptidase family			leucyl aminopeptidase [EC:3.4.11.1]							E	COG0260		CyCOG_60000786	ko00001!!!ko01000!!!ko01002			K01255					gene
c_000000000001	6099	6mA	1806	0.89	8.0	5251	6727			Amino acid transport and metabolism	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)		leucyl aminopeptidase	KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.1  leucyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M17: leucyl aminopeptidase family			leucyl aminopeptidase [EC:3.4.11.1]							E	COG0260		CyCOG_60000786	ko00001!!!ko01000!!!ko01002			K01255					gene
c_000000000001	7045	6mA	1778	0.91	9.0	6739	7342			Posttranslational modification, protein turnover, chaperones	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)		peptide-methionine (S)-S-oxide reductase	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.4  With a disulfide as acceptor>>>1.8.4.11  peptide-methionine (S)-S-oxide reductase			peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]							O	COG0225		CyCOG_60000838	ko00001!!!ko01000			K07304					gene
c_000000000001	7180	6mA	1795	0.81	9.0	6739	7342			Posttranslational modification, protein turnover, chaperones	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)		peptide-methionine (S)-S-oxide reductase	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.4  With a disulfide as acceptor>>>1.8.4.11  peptide-methionine (S)-S-oxide reductase			peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]							O	COG0225		CyCOG_60000838	ko00001!!!ko01000			K07304					gene
c_000000000001	7255	6mA	1812	0.91	9.0	6739	7342			Posttranslational modification, protein turnover, chaperones	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)		peptide-methionine (S)-S-oxide reductase	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.4  With a disulfide as acceptor>>>1.8.4.11  peptide-methionine (S)-S-oxide reductase			peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]							O	COG0225		CyCOG_60000838	ko00001!!!ko01000			K07304					gene
