contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	7314	6mA	38	0.68	0.0	6254	7814			Defense mechanisms	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)													V	COG1680											gene
c_000000000001	8496	6mA	39	0.69	1.0	7906	9430			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	8506	6mA	34	0.68	1.0	7906	9430			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	9051	6mA	35	0.77	1.0	7906	9430			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	9053	6mA	34	0.74	1.0	7906	9430			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	9320	6mA	32	0.75	1.0	7906	9430			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	9917	6mA	28	0.71	2.0	9465	11145			Posttranslational modification, protein turnover, chaperones	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)		peptide/nickel transport system ATP-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system ATP-binding protein							O	COG1123		CyCOG_60000163	ko00001!!!ko02000			K02031					gene
c_000000000001	10783	6mA	37	0.7	2.0	9465	11145			Posttranslational modification, protein turnover, chaperones	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)		peptide/nickel transport system ATP-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system ATP-binding protein							O	COG1123		CyCOG_60000163	ko00001!!!ko02000			K02031					gene
c_000000000001	14159	6mA	30	0.67	6.0	14003	14780			Signal transduction mechanisms!!!Transcription	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)			KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]!!!Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LuxR family			LuxR family transcriptional regulator, quorum-sensing system regulator SdiA							T!!!K	COG2197			ko00001!!!ko00001!!!ko00001!!!ko03000			K07782					gene
c_000000000001	18126	6mA	33	0.76	10.0	18002	18824			Carbohydrate transport and metabolism	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)		carbohydrate ABC transporter membrane protein 2, CUT1 family											G	COG0395		CyCOG_60002300									gene
