contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000001	1831	6mA	18	0.67	1.0	1016	2225			Replication, recombination and repair	Site-specific recombinase XerD (XerD) (PDB:1A0P)													L	COG4974											gene
c_000000000001	2605	6mA	20	0.85	1.1	2226	2736																													intergenic
c_000000000001	2615	6mA	13	0.77	1.1	2226	2736																													intergenic
c_000000000001	11703	6mA	10	0.7	11.0	10058	14354			General function prediction only	Predicted RNA methylase (PDB:6H2U)			Chromosome and associated proteins>>>Eukaryotic type>>>Chromatin remodeling factors>>>Other chromatin remodeling factors			protein strawberry notch							R	COG2263			ko03036			K26273					gene
c_000000000001	11794	6mA	10	0.7	11.0	10058	14354			General function prediction only	Predicted RNA methylase (PDB:6H2U)			Chromosome and associated proteins>>>Eukaryotic type>>>Chromatin remodeling factors>>>Other chromatin remodeling factors			protein strawberry notch							R	COG2263			ko03036			K26273					gene
c_000000000001	16048	6mA	13	0.69	14.0	15174	17283			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	16477	6mA	12	0.83	14.0	15174	17283			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	16948	6mA	13	0.69	14.0	15174	17283			Cell cycle control, cell division, chromosome partitioning	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)			Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins			ParB family transcriptional regulator, chromosome partitioning protein							D	COG1475			ko03000!!!ko03036!!!ko04812			K03497					gene
c_000000000001	17405	6mA	11	0.91	14.1	17284	17561																													intergenic
c_000000000001	17832	6mA	11	0.82	15.0	17562	18339			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	Pimeloyl-ACP methyl ester carboxylesterase											H!!!R	COG0596	COG0596	CyCOG_60000727									gene
c_000000000001	17969	6mA	11	0.73	15.0	17562	18339			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	Pimeloyl-ACP methyl ester carboxylesterase											H!!!R	COG0596	COG0596	CyCOG_60000727									gene
c_000000000001	17971	6mA	11	0.82	15.0	17562	18339			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	Pimeloyl-ACP methyl ester carboxylesterase											H!!!R	COG0596	COG0596	CyCOG_60000727									gene
c_000000000001	18049	6mA	11	0.73	15.0	17562	18339			Coenzyme transport and metabolism!!!General function prediction only	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	Menaquinone biosynthesis	Pimeloyl-ACP methyl ester carboxylesterase											H!!!R	COG0596	COG0596	CyCOG_60000727									gene
c_000000000001	18422	6mA	11	0.82	16.0	18401	19355			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		Antirestriction protein ArdC											L	COG4227		CyCOG_60007550									gene
c_000000000001	18424	6mA	10	0.7	16.0	18401	19355			Replication, recombination and repair	Antirestriction protein ArdC (ArdC) (PUBMED:10686096)		Antirestriction protein ArdC											L	COG4227		CyCOG_60007550									gene
c_000000000001	21368	6mA	10	0.9	18.0	20946	24165			Transcription!!!Replication, recombination and repair	Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)		Superfamily II DNA or RNA helicase											K!!!L	COG1061		CyCOG_60038393									gene
c_000000000001	25728	6mA	10	0.7	18.1	24166	26222																													intergenic
c_000000000001	26269	6mA	10	0.8	20.0	26223	27411			Function unknown	Uncharacterized conserved protein, PA2063/DUF2235 family													S	COG3673											gene
c_000000000001	26466	6mA	10	0.9	20.0	26223	27411			Function unknown	Uncharacterized conserved protein, PA2063/DUF2235 family													S	COG3673											gene
c_000000000001	26468	6mA	10	0.7	20.0	26223	27411			Function unknown	Uncharacterized conserved protein, PA2063/DUF2235 family													S	COG3673											gene
c_000000000001	26503	6mA	10	0.7	20.0	26223	27411			Function unknown	Uncharacterized conserved protein, PA2063/DUF2235 family													S	COG3673											gene
c_000000000001	39537	6mA	13	0.85	28.0	39435	41088			Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth			site-specific DNA recombinase							L	COG1961			ko00001			K06400					gene
c_000000000001	39759	6mA	14	0.79	28.0	39435	41088			Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth			site-specific DNA recombinase							L	COG1961			ko00001			K06400					gene
c_000000000001	40115	6mA	11	0.91	28.0	39435	41088			Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth			site-specific DNA recombinase							L	COG1961			ko00001			K06400					gene
c_000000000001	40149	6mA	10	0.7	28.0	39435	41088			Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)			KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth			site-specific DNA recombinase							L	COG1961			ko00001			K06400					gene
c_000000000001	41530	6mA	145	0.81	28.1	41089	47290																													intergenic
c_000000000001	41714	6mA	248	0.83	28.1	41089	47290																													intergenic
c_000000000001	41897	6mA	284	0.92	28.1	41089	47290																													intergenic
c_000000000001	42107	6mA	293	0.93	28.1	41089	47290																													intergenic
c_000000000001	42123	6mA	343	0.88	28.1	41089	47290																													intergenic
c_000000000001	42920	6mA	220	0.79	28.1	41089	47290																													intergenic
c_000000000001	42940	6mA	239	0.74	28.1	41089	47290																													intergenic
c_000000000001	43202	6mA	222	0.82	28.1	41089	47290																													intergenic
c_000000000001	43227	6mA	220	0.67	28.1	41089	47290																													intergenic
c_000000000001	43531	6mA	222	0.82	28.1	41089	47290																													intergenic
c_000000000001	43764	6mA	195	0.84	28.1	41089	47290																													intergenic
c_000000000001	44282	6mA	101	0.71	28.1	41089	47290																													intergenic
c_000000000001	44684	6mA	112	0.72	28.1	41089	47290																													intergenic
c_000000000001	45077	6mA	297	0.82	28.1	41089	47290																													intergenic
c_000000000001	45437	6mA	334	0.87	28.1	41089	47290																													intergenic
c_000000000001	46241	6mA	270	0.93	28.1	41089	47290																													intergenic
c_000000000001	46432	6mA	243	0.73	28.1	41089	47290																													intergenic
c_000000000001	48351	6mA	10	0.8	29.0	47291	48851			Defense mechanisms	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)													V	COG1680											gene
c_000000000001	48353	6mA	10	0.8	29.0	47291	48851			Defense mechanisms	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)													V	COG1680											gene
c_000000000001	49543	6mA	11	0.91	30.0	48943	50467			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	50088	6mA	11	0.82	30.0	48943	50467			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	50090	6mA	12	0.75	30.0	48943	50467			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
c_000000000001	50357	6mA	10	1.0	30.0	48943	50467			Amino acid transport and metabolism	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)		peptide/nickel transport system substrate-binding protein	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter			peptide/nickel transport system substrate-binding protein							E	COG0747		CyCOG_60000682	ko00001!!!ko02000			K02035					gene
